CargoCategory,TempDeviation,DurationMins,ActualTemp,ThermalShock_Rate,ResultLabel
FROZEN_FRUITS,22.59,2319.0,4.59,0.00974,Mat_mau_Oxy_hoa
FROZEN_MEAT_SEAFOOD,2.61,228.2,-15.39,0.01144,An_toan_trong_ngan_han
ICE_CREAM_JUICE,27.52,314.9,7.52,0.08739,Hong_Hoan_Toan
ICE_CREAM_JUICE,19.87,180.9,-0.13,0.10984,Hong_Hoan_Toan
FROZEN_FRUITS,13.56,1020.1,-4.44,0.01329,Nhun_nat_Chay_dich
FROZEN_PHARMA_MATERIALS,25.03,322.2,10.03,0.07768,Hong_Huy_Sinh_Hoc
FROZEN_MEAT_SEAFOOD,8.48,1601.5,-9.52,0.0053,Tai_ket_tinh_Kho_soi
FROZEN_PHARMA_MATERIALS,27.34,152.9,12.34,0.17881,Hong_Huy_Sinh_Hoc
FROZEN_PHARMA_MATERIALS,1.48,19.9,-13.52,0.07437,An_toan_trong_ngan_han
FROZEN_FRUITS,1.46,298.3,-16.54,0.00489,An_toan_trong_ngan_han
FROZEN_FRUITS,1.97,82.4,-16.03,0.02391,An_toan_trong_ngan_han
FROZEN_MEAT_SEAFOOD,2.68,320.9,-15.32,0.00835,An_toan_trong_ngan_han
FROZEN_MEAT_SEAFOOD,26.09,1273.3,8.09,0.02049,Phan_huy_Nhiem_khuan
FROZEN_PHARMA_MATERIALS,23.96,500.6,8.96,0.04786,Hong_Huy_Sinh_Hoc
ICE_CREAM_JUICE,1.46,82.1,-18.54,0.01778,An_toan_trong_ngan_han
FROZEN_MEAT_SEAFOOD,23.1,632.2,5.1,0.03654,Phan_huy_Nhiem_khuan
ICE_CREAM_JUICE,1.24,134.1,-18.76,0.00925,An_toan_trong_ngan_han
FROZEN_PHARMA_MATERIALS,9.46,2089.8,-5.54,0.00453,Giam_Hoat_Tinh_Nhe
ICE_CREAM_JUICE,7.53,823.2,-12.47,0.00915,Tai_ket_tinh_Dam_da
FROZEN_MEAT_SEAFOOD,9.1,2206.8,-8.9,0.00412,Tai_ket_tinh_Kho_soi
FROZEN_PHARMA_MATERIALS,31.23,383.8,16.23,0.08137,Hong_Huy_Sinh_Hoc
FROZEN_FRUITS,13.38,459.2,-4.62,0.02914,Nhun_nat_Chay_dich
ICE_CREAM_JUICE,0.49,40.0,-19.51,0.01225,An_toan_trong_ngan_han
ICE_CREAM_JUICE,1.92,108.0,-18.08,0.01778,An_toan_trong_ngan_han
ICE_CREAM_JUICE,1.63,83.7,-18.37,0.01947,An_toan_trong_ngan_han
ICE_CREAM_JUICE,10.69,197.7,-9.31,0.05407,Tach_pha_Chay_nuoc
ICE_CREAM_JUICE,5.22,476.0,-14.78,0.01097,Tai_ket_tinh_Dam_da
ICE_CREAM_JUICE,24.14,195.9,4.14,0.12323,Hong_Hoan_Toan
ICE_CREAM_JUICE,1.46,22.0,-18.54,0.06636,An_toan_trong_ngan_han
FROZEN_PHARMA_MATERIALS,17.09,1152.0,2.09,0.01484,Ket_tua_Bien_tinh
FROZEN_MEAT_SEAFOOD,1.45,198.5,-16.55,0.0073,An_toan_trong_ngan_han
FROZEN_MEAT_SEAFOOD,13.06,1518.1,-4.94,0.0086,Ra_dong_Chay_dich
FROZEN_PHARMA_MATERIALS,15.36,1290.0,0.36,0.01191,Ket_tua_Bien_tinh
ICE_CREAM_JUICE,7.64,1167.1,-12.36,0.00655,Tai_ket_tinh_Dam_da
FROZEN_MEAT_SEAFOOD,12.18,1885.4,-5.82,0.00646,Ra_dong_Chay_dich
FROZEN_MEAT_SEAFOOD,12.18,850.5,-5.82,0.01432,Ra_dong_Chay_dich
ICE_CREAM_JUICE,12.98,620.0,-7.02,0.02094,Tach_pha_Chay_nuoc
ICE_CREAM_JUICE,5.93,825.1,-14.07,0.00719,Tai_ket_tinh_Dam_da
FROZEN_MEAT_SEAFOOD,31.47,628.7,13.47,0.05006,Phan_huy_Nhiem_khuan
FROZEN_MEAT_SEAFOOD,2.15,134.2,-15.85,0.01602,An_toan_trong_ngan_han
ICE_CREAM_JUICE,1.41,52.2,-18.59,0.02701,An_toan_trong_ngan_han
FROZEN_PHARMA_MATERIALS,11.75,1086.4,-3.25,0.01082,Giam_Hoat_Tinh_Nhe
FROZEN_MEAT_SEAFOOD,2.61,329.5,-15.39,0.00792,An_toan_trong_ngan_han
FROZEN_PHARMA_MATERIALS,30.68,252.5,15.68,0.1215,Hong_Huy_Sinh_Hoc
ICE_CREAM_JUICE,11.37,667.2,-8.63,0.01704,Tach_pha_Chay_nuoc
FROZEN_FRUITS,16.71,834.0,-1.29,0.02004,Nhun_nat_Chay_dich
FROZEN_FRUITS,16.88,912.0,-1.12,0.01851,Nhun_nat_Chay_dich
FROZEN_MEAT_SEAFOOD,32.95,1341.1,14.95,0.02457,Phan_huy_Nhiem_khuan
ICE_CREAM_JUICE,1.77,17.0,-18.23,0.10412,An_toan_trong_ngan_han
FROZEN_MEAT_SEAFOOD,30.19,818.7,12.19,0.03688,Phan_huy_Nhiem_khuan
FROZEN_MEAT_SEAFOOD,5.33,2165.9,-12.67,0.00246,Tai_ket_tinh_Kho_soi
FROZEN_PHARMA_MATERIALS,29.69,158.5,14.69,0.18732,Hong_Huy_Sinh_Hoc
FROZEN_MEAT_SEAFOOD,14.57,972.6,-3.43,0.01498,Ra_dong_Chay_dich
FROZEN_MEAT_SEAFOOD,30.94,1135.4,12.94,0.02725,Phan_huy_Nhiem_khuan
ICE_CREAM_JUICE,14.4,165.2,-5.6,0.08717,Tach_pha_Chay_nuoc
FROZEN_PHARMA_MATERIALS,27.77,417.7,12.77,0.06648,Hong_Huy_Sinh_Hoc
FROZEN_MEAT_SEAFOOD,16.22,2644.2,-1.78,0.00613,Ra_dong_Chay_dich
FROZEN_FRUITS,5.54,4445.4,-12.46,0.00125,Tai_ket_tinh_Giam_do_ngot
ICE_CREAM_JUICE,21.63,287.3,1.63,0.07529,Hong_Hoan_Toan
FROZEN_FRUITS,2.49,306.8,-15.51,0.00812,An_toan_trong_ngan_han
FROZEN_MEAT_SEAFOOD,21.47,1234.5,3.47,0.01739,Phan_huy_Nhiem_khuan
FROZEN_MEAT_SEAFOOD,5.44,2145.7,-12.56,0.00254,Tai_ket_tinh_Kho_soi
FROZEN_FRUITS,1.57,185.4,-16.43,0.00847,An_toan_trong_ngan_han
ICE_CREAM_JUICE,29.61,125.1,9.61,0.23669,Hong_Hoan_Toan
FROZEN_FRUITS,26.36,1611.5,8.36,0.01636,Mat_mau_Oxy_hoa
FROZEN_PHARMA_MATERIALS,15.39,981.5,0.39,0.01568,Ket_tua_Bien_tinh
FROZEN_MEAT_SEAFOOD,12.72,2224.1,-5.28,0.00572,Ra_dong_Chay_dich
FROZEN_PHARMA_MATERIALS,9.76,1059.5,-5.24,0.00921,Giam_Hoat_Tinh_Nhe
FROZEN_PHARMA_MATERIALS,17.59,847.7,2.59,0.02075,Ket_tua_Bien_tinh
FROZEN_PHARMA_MATERIALS,19.46,846.5,4.46,0.02299,Ket_tua_Bien_tinh
FROZEN_PHARMA_MATERIALS,16.83,487.3,1.83,0.03454,Ket_tua_Bien_tinh
ICE_CREAM_JUICE,18.34,216.4,-1.66,0.08475,Hong_Hoan_Toan
FROZEN_MEAT_SEAFOOD,6.56,2693.3,-11.44,0.00244,Tai_ket_tinh_Kho_soi
FROZEN_FRUITS,1.56,96.4,-16.44,0.01618,An_toan_trong_ngan_han
FROZEN_PHARMA_MATERIALS,0.76,121.2,-14.24,0.00627,An_toan_trong_ngan_han
FROZEN_PHARMA_MATERIALS,1.02,224.9,-13.98,0.00454,An_toan_trong_ngan_han
FROZEN_MEAT_SEAFOOD,1.13,256.6,-16.87,0.0044,An_toan_trong_ngan_han
FROZEN_MEAT_SEAFOOD,9.52,2036.8,-8.48,0.00467,Tai_ket_tinh_Kho_soi
FROZEN_PHARMA_MATERIALS,7.57,1667.0,-7.43,0.00454,Giam_Hoat_Tinh_Nhe
ICE_CREAM_JUICE,14.17,364.3,-5.83,0.0389,Tach_pha_Chay_nuoc
FROZEN_PHARMA_MATERIALS,31.23,209.1,16.23,0.14935,Hong_Huy_Sinh_Hoc
FROZEN_FRUITS,27.3,1445.3,9.3,0.01889,Mat_mau_Oxy_hoa
ICE_CREAM_JUICE,14.34,199.7,-5.66,0.07181,Tach_pha_Chay_nuoc
ICE_CREAM_JUICE,1.1,24.3,-18.9,0.04527,An_toan_trong_ngan_han
FROZEN_FRUITS,7.03,2163.2,-10.97,0.00325,Tai_ket_tinh_Giam_do_ngot
FROZEN_PHARMA_MATERIALS,1.38,117.1,-13.62,0.01178,An_toan_trong_ngan_han
ICE_CREAM_JUICE,0.98,118.9,-19.02,0.00824,An_toan_trong_ngan_han
ICE_CREAM_JUICE,12.21,301.0,-7.79,0.04056,Tach_pha_Chay_nuoc
FROZEN_PHARMA_MATERIALS,1.4,111.6,-13.6,0.01254,An_toan_trong_ngan_han
FROZEN_PHARMA_MATERIALS,16.35,1226.7,1.35,0.01333,Ket_tua_Bien_tinh
FROZEN_PHARMA_MATERIALS,2.21,254.4,-12.79,0.00869,An_toan_trong_ngan_han
ICE_CREAM_JUICE,27.31,198.7,7.31,0.13744,Hong_Hoan_Toan
FROZEN_MEAT_SEAFOOD,33.09,624.0,15.09,0.05303,Phan_huy_Nhiem_khuan
FROZEN_FRUITS,5.86,4521.1,-12.14,0.0013,Tai_ket_tinh_Giam_do_ngot
FROZEN_MEAT_SEAFOOD,25.91,1351.4,7.91,0.01917,Phan_huy_Nhiem_khuan
FROZEN_PHARMA_MATERIALS,2.14,123.0,-12.86,0.0174,An_toan_trong_ngan_han
ICE_CREAM_JUICE,24.4,298.5,4.4,0.08174,Hong_Hoan_Toan
FROZEN_FRUITS,0.88,183.5,-17.12,0.0048,An_toan_trong_ngan_han
FROZEN_FRUITS,13.25,761.2,-4.75,0.01741,Nhun_nat_Chay_dich
FROZEN_PHARMA_MATERIALS,5.73,2693.4,-9.27,0.00213,Giam_Hoat_Tinh_Nhe
ICE_CREAM_JUICE,13.81,667.2,-6.19,0.0207,Tach_pha_Chay_nuoc
FROZEN_MEAT_SEAFOOD,0.82,162.1,-17.18,0.00506,An_toan_trong_ngan_han
FROZEN_MEAT_SEAFOOD,5.19,2419.0,-12.81,0.00215,Tai_ket_tinh_Kho_soi
FROZEN_MEAT_SEAFOOD,8.5,1800.9,-9.5,0.00472,Tai_ket_tinh_Kho_soi
FROZEN_FRUITS,5.91,4854.8,-12.09,0.00122,Tai_ket_tinh_Giam_do_ngot
ICE_CREAM_JUICE,1.23,45.2,-18.77,0.02721,An_toan_trong_ngan_han
FROZEN_PHARMA_MATERIALS,7.78,1686.3,-7.22,0.00461,Giam_Hoat_Tinh_Nhe
FROZEN_MEAT_SEAFOOD,12.54,1864.0,-5.46,0.00673,Ra_dong_Chay_dich
FROZEN_PHARMA_MATERIALS,5.17,2330.5,-9.83,0.00222,Giam_Hoat_Tinh_Nhe
FROZEN_FRUITS,21.08,2746.0,3.08,0.00768,Mat_mau_Oxy_hoa
ICE_CREAM_JUICE,29.43,207.5,9.43,0.14183,Hong_Hoan_Toan
ICE_CREAM_JUICE,11.17,495.0,-8.83,0.02257,Tach_pha_Chay_nuoc
FROZEN_MEAT_SEAFOOD,23.22,511.1,5.22,0.04543,Phan_huy_Nhiem_khuan
FROZEN_FRUITS,34.62,1075.5,16.62,0.03219,Mat_mau_Oxy_hoa
FROZEN_FRUITS,24.51,1472.2,6.51,0.01665,Mat_mau_Oxy_hoa
FROZEN_FRUITS,1.97,129.6,-16.03,0.0152,An_toan_trong_ngan_han
FROZEN_PHARMA_MATERIALS,11.61,1955.2,-3.39,0.00594,Giam_Hoat_Tinh_Nhe
FROZEN_FRUITS,27.24,785.2,9.24,0.03469,Mat_mau_Oxy_hoa
FROZEN_MEAT_SEAFOOD,34.18,1190.4,16.18,0.02871,Phan_huy_Nhiem_khuan
FROZEN_FRUITS,27.89,2785.7,9.89,0.01001,Mat_mau_Oxy_hoa
FROZEN_FRUITS,1.78,203.5,-16.22,0.00875,An_toan_trong_ngan_han
FROZEN_PHARMA_MATERIALS,19.73,597.6,4.73,0.03302,Ket_tua_Bien_tinh
FROZEN_MEAT_SEAFOOD,12.74,2277.5,-5.26,0.00559,Ra_dong_Chay_dich
ICE_CREAM_JUICE,12.19,472.5,-7.81,0.0258,Tach_pha_Chay_nuoc
FROZEN_FRUITS,2.22,164.4,-15.78,0.0135,An_toan_trong_ngan_han
ICE_CREAM_JUICE,6.83,1311.0,-13.17,0.00521,Tai_ket_tinh_Dam_da
FROZEN_MEAT_SEAFOOD,4.76,2769.7,-13.24,0.00172,Tai_ket_tinh_Kho_soi
ICE_CREAM_JUICE,5.27,406.8,-14.73,0.01295,Tai_ket_tinh_Dam_da
FROZEN_FRUITS,22.28,1106.1,4.28,0.02014,Mat_mau_Oxy_hoa
FROZEN_MEAT_SEAFOOD,2.4,171.6,-15.6,0.01399,An_toan_trong_ngan_han
FROZEN_FRUITS,29.32,1547.4,11.32,0.01895,Mat_mau_Oxy_hoa
FROZEN_PHARMA_MATERIALS,7.79,1785.6,-7.21,0.00436,Giam_Hoat_Tinh_Nhe
FROZEN_PHARMA_MATERIALS,0.92,170.6,-14.08,0.00539,An_toan_trong_ngan_han
FROZEN_FRUITS,5.95,1998.9,-12.05,0.00298,Tai_ket_tinh_Giam_do_ngot
FROZEN_MEAT_SEAFOOD,25.2,1022.3,7.2,0.02465,Phan_huy_Nhiem_khuan
FROZEN_PHARMA_MATERIALS,1.35,15.1,-13.65,0.0894,An_toan_trong_ngan_han
FROZEN_MEAT_SEAFOOD,2.43,198.2,-15.57,0.01226,An_toan_trong_ngan_han
FROZEN_FRUITS,1.07,483.6,-16.93,0.00221,An_toan_trong_ngan_han
FROZEN_PHARMA_MATERIALS,14.96,511.7,-0.04,0.02924,Ket_tua_Bien_tinh
FROZEN_MEAT_SEAFOOD,16.15,2575.4,-1.85,0.00627,Ra_dong_Chay_dich
FROZEN_PHARMA_MATERIALS,11.02,856.5,-3.98,0.01287,Giam_Hoat_Tinh_Nhe
FROZEN_FRUITS,1.31,340.7,-16.69,0.00385,An_toan_trong_ngan_han
FROZEN_MEAT_SEAFOOD,30.53,971.2,12.53,0.03144,Phan_huy_Nhiem_khuan
ICE_CREAM_JUICE,25.98,156.8,5.98,0.16569,Hong_Hoan_Toan
FROZEN_MEAT_SEAFOOD,0.67,102.5,-17.33,0.00654,An_toan_trong_ngan_han
FROZEN_PHARMA_MATERIALS,10.18,1286.4,-4.82,0.00791,Giam_Hoat_Tinh_Nhe
ICE_CREAM_JUICE,3.52,552.7,-16.48,0.00637,Tai_ket_tinh_Dam_da
FROZEN_MEAT_SEAFOOD,26.96,427.4,8.96,0.06308,Phan_huy_Nhiem_khuan
ICE_CREAM_JUICE,3.15,824.7,-16.85,0.00382,Tai_ket_tinh_Dam_da
FROZEN_PHARMA_MATERIALS,7.2,2793.7,-7.8,0.00258,Giam_Hoat_Tinh_Nhe
FROZEN_PHARMA_MATERIALS,2.11,218.5,-12.89,0.00966,An_toan_trong_ngan_han
ICE_CREAM_JUICE,13.09,403.5,-6.91,0.03244,Tach_pha_Chay_nuoc
FROZEN_FRUITS,8.67,4292.0,-9.33,0.00202,Tai_ket_tinh_Giam_do_ngot
FROZEN_PHARMA_MATERIALS,10.74,1983.9,-4.26,0.00541,Giam_Hoat_Tinh_Nhe
FROZEN_MEAT_SEAFOOD,9.16,3950.1,-8.84,0.00232,Tai_ket_tinh_Kho_soi
FROZEN_PHARMA_MATERIALS,9.1,2778.5,-5.9,0.00328,Giam_Hoat_Tinh_Nhe
ICE_CREAM_JUICE,7.56,782.0,-12.44,0.00967,Tai_ket_tinh_Dam_da
FROZEN_MEAT_SEAFOOD,9.2,1914.6,-8.8,0.00481,Tai_ket_tinh_Kho_soi
FROZEN_MEAT_SEAFOOD,2.69,269.2,-15.31,0.00999,An_toan_trong_ngan_han
FROZEN_MEAT_SEAFOOD,6.75,2092.2,-11.25,0.00323,Tai_ket_tinh_Kho_soi
FROZEN_FRUITS,26.86,2450.1,8.86,0.01096,Mat_mau_Oxy_hoa
ICE_CREAM_JUICE,22.65,251.8,2.65,0.08995,Hong_Hoan_Toan
ICE_CREAM_JUICE,0.98,24.9,-19.02,0.03936,An_toan_trong_ngan_han
FROZEN_PHARMA_MATERIALS,19.43,349.2,4.43,0.05564,Ket_tua_Bien_tinh
ICE_CREAM_JUICE,3.62,1297.3,-16.38,0.00279,Tai_ket_tinh_Dam_da
ICE_CREAM_JUICE,0.72,14.1,-19.28,0.05106,An_toan_trong_ngan_han
FROZEN_FRUITS,15.26,1209.0,-2.74,0.01262,Nhun_nat_Chay_dich
FROZEN_PHARMA_MATERIALS,1.16,214.0,-13.84,0.00542,An_toan_trong_ngan_han
FROZEN_PHARMA_MATERIALS,2.02,202.9,-12.98,0.00996,An_toan_trong_ngan_han
FROZEN_PHARMA_MATERIALS,16.01,834.3,1.01,0.01919,Ket_tua_Bien_tinh
FROZEN_FRUITS,14.31,1001.5,-3.69,0.01429,Nhun_nat_Chay_dich
FROZEN_FRUITS,1.59,340.4,-16.41,0.00467,An_toan_trong_ngan_han
FROZEN_PHARMA_MATERIALS,30.1,274.7,15.1,0.10957,Hong_Huy_Sinh_Hoc
ICE_CREAM_JUICE,0.77,128.0,-19.23,0.00602,An_toan_trong_ngan_han
FROZEN_MEAT_SEAFOOD,4.02,3957.2,-13.98,0.00102,Tai_ket_tinh_Kho_soi
ICE_CREAM_JUICE,1.17,21.7,-18.83,0.05392,An_toan_trong_ngan_han
FROZEN_FRUITS,14.84,1251.8,-3.16,0.01185,Nhun_nat_Chay_dich
FROZEN_MEAT_SEAFOOD,9.46,4034.8,-8.54,0.00234,Tai_ket_tinh_Kho_soi
FROZEN_FRUITS,1.59,76.5,-16.41,0.02078,An_toan_trong_ngan_han
FROZEN_MEAT_SEAFOOD,0.69,106.8,-17.31,0.00646,An_toan_trong_ngan_han
ICE_CREAM_JUICE,10.56,201.2,-9.44,0.05249,Tach_pha_Chay_nuoc
FROZEN_FRUITS,17.88,1107.7,-0.12,0.01614,Nhun_nat_Chay_dich
FROZEN_PHARMA_MATERIALS,29.47,518.8,14.47,0.0568,Hong_Huy_Sinh_Hoc
FROZEN_PHARMA_MATERIALS,15.95,1318.6,0.95,0.0121,Ket_tua_Bien_tinh
ICE_CREAM_JUICE,0.55,30.2,-19.45,0.01821,An_toan_trong_ngan_han
ICE_CREAM_JUICE,5.41,629.4,-14.59,0.0086,Tai_ket_tinh_Dam_da
FROZEN_FRUITS,5.45,4184.1,-12.55,0.0013,Tai_ket_tinh_Giam_do_ngot
FROZEN_PHARMA_MATERIALS,8.6,2644.3,-6.4,0.00325,Giam_Hoat_Tinh_Nhe
FROZEN_MEAT_SEAFOOD,32.96,1364.7,14.96,0.02415,Phan_huy_Nhiem_khuan
FROZEN_FRUITS,14.12,1094.4,-3.88,0.0129,Nhun_nat_Chay_dich
FROZEN_MEAT_SEAFOOD,29.39,500.8,11.39,0.05869,Phan_huy_Nhiem_khuan
FROZEN_MEAT_SEAFOOD,2.82,252.1,-15.18,0.01119,An_toan_trong_ngan_han
ICE_CREAM_JUICE,29.35,331.1,9.35,0.08864,Hong_Hoan_Toan
ICE_CREAM_JUICE,27.83,310.3,7.83,0.08969,Hong_Hoan_Toan
FROZEN_PHARMA_MATERIALS,16.11,537.6,1.11,0.02997,Ket_tua_Bien_tinh
FROZEN_FRUITS,15.35,1344.7,-2.65,0.01142,Nhun_nat_Chay_dich
ICE_CREAM_JUICE,7.02,760.5,-12.98,0.00923,Tai_ket_tinh_Dam_da
FROZEN_MEAT_SEAFOOD,16.22,1941.6,-1.78,0.00835,Ra_dong_Chay_dich
ICE_CREAM_JUICE,1.92,61.8,-18.08,0.03107,An_toan_trong_ngan_han
FROZEN_MEAT_SEAFOOD,0.96,142.4,-17.04,0.00674,An_toan_trong_ngan_han
FROZEN_MEAT_SEAFOOD,5.2,2861.3,-12.8,0.00182,Tai_ket_tinh_Kho_soi
FROZEN_MEAT_SEAFOOD,1.89,36.2,-16.11,0.05221,An_toan_trong_ngan_han
FROZEN_MEAT_SEAFOOD,6.58,1769.2,-11.42,0.00372,Tai_ket_tinh_Kho_soi
ICE_CREAM_JUICE,10.91,477.0,-9.09,0.02287,Tach_pha_Chay_nuoc
FROZEN_MEAT_SEAFOOD,5.6,3164.8,-12.4,0.00177,Tai_ket_tinh_Kho_soi
ICE_CREAM_JUICE,1.16,106.2,-18.84,0.01092,An_toan_trong_ngan_han
FROZEN_PHARMA_MATERIALS,1.47,100.3,-13.53,0.01466,An_toan_trong_ngan_han
FROZEN_MEAT_SEAFOOD,30.95,966.8,12.95,0.03201,Phan_huy_Nhiem_khuan
ICE_CREAM_JUICE,23.33,298.7,3.33,0.07811,Hong_Hoan_Toan
FROZEN_MEAT_SEAFOOD,13.31,2766.2,-4.69,0.00481,Ra_dong_Chay_dich
FROZEN_FRUITS,33.09,1264.3,15.09,0.02617,Mat_mau_Oxy_hoa
FROZEN_FRUITS,1.63,306.0,-16.37,0.00533,An_toan_trong_ngan_han
FROZEN_MEAT_SEAFOOD,24.99,840.0,6.99,0.02975,Phan_huy_Nhiem_khuan
FROZEN_FRUITS,16.65,1206.3,-1.35,0.0138,Nhun_nat_Chay_dich
FROZEN_MEAT_SEAFOOD,2.36,325.1,-15.64,0.00726,An_toan_trong_ngan_han
FROZEN_MEAT_SEAFOOD,12.57,1013.2,-5.43,0.01241,Ra_dong_Chay_dich
FROZEN_MEAT_SEAFOOD,1.7,317.2,-16.3,0.00536,An_toan_trong_ngan_han
FROZEN_MEAT_SEAFOOD,4.31,1654.6,-13.69,0.0026,Tai_ket_tinh_Kho_soi
FROZEN_PHARMA_MATERIALS,17.28,1188.6,2.28,0.01454,Ket_tua_Bien_tinh
FROZEN_PHARMA_MATERIALS,8.67,2050.6,-6.33,0.00423,Giam_Hoat_Tinh_Nhe
FROZEN_MEAT_SEAFOOD,13.7,2766.6,-4.3,0.00495,Ra_dong_Chay_dich
ICE_CREAM_JUICE,12.65,336.2,-7.35,0.03763,Tach_pha_Chay_nuoc
FROZEN_MEAT_SEAFOOD,1.25,189.6,-16.75,0.00659,An_toan_trong_ngan_han
FROZEN_PHARMA_MATERIALS,26.93,194.7,11.93,0.13832,Hong_Huy_Sinh_Hoc
FROZEN_FRUITS,5.44,2299.8,-12.56,0.00237,Tai_ket_tinh_Giam_do_ngot
FROZEN_PHARMA_MATERIALS,10.05,1638.2,-4.95,0.00613,Giam_Hoat_Tinh_Nhe
FROZEN_FRUITS,32.8,2103.0,14.8,0.0156,Mat_mau_Oxy_hoa
FROZEN_MEAT_SEAFOOD,15.54,1386.1,-2.46,0.01121,Ra_dong_Chay_dich
FROZEN_PHARMA_MATERIALS,15.03,930.7,0.03,0.01615,Ket_tua_Bien_tinh
FROZEN_FRUITS,2.6,180.9,-15.4,0.01437,An_toan_trong_ngan_han
FROZEN_MEAT_SEAFOOD,0.9,224.4,-17.1,0.00401,An_toan_trong_ngan_han
FROZEN_FRUITS,2.33,258.1,-15.67,0.00903,An_toan_trong_ngan_han
ICE_CREAM_JUICE,11.61,596.8,-8.39,0.01945,Tach_pha_Chay_nuoc
FROZEN_FRUITS,12.42,1414.3,-5.58,0.00878,Nhun_nat_Chay_dich
FROZEN_MEAT_SEAFOOD,1.86,134.2,-16.14,0.01386,An_toan_trong_ngan_han
FROZEN_MEAT_SEAFOOD,0.61,206.7,-17.39,0.00295,An_toan_trong_ngan_han
FROZEN_MEAT_SEAFOOD,25.65,608.1,7.65,0.04218,Phan_huy_Nhiem_khuan
FROZEN_PHARMA_MATERIALS,33.88,643.7,18.88,0.05263,Hong_Huy_Sinh_Hoc
FROZEN_MEAT_SEAFOOD,0.81,332.5,-17.19,0.00244,An_toan_trong_ngan_han
ICE_CREAM_JUICE,22.74,218.0,2.74,0.10431,Hong_Hoan_Toan
ICE_CREAM_JUICE,1.63,68.1,-18.37,0.02394,An_toan_trong_ngan_han
FROZEN_PHARMA_MATERIALS,18.26,1355.4,3.26,0.01347,Ket_tua_Bien_tinh
FROZEN_FRUITS,24.93,998.5,6.93,0.02497,Mat_mau_Oxy_hoa
FROZEN_FRUITS,0.55,130.3,-17.45,0.00422,An_toan_trong_ngan_han
FROZEN_FRUITS,20.84,1688.2,2.84,0.01234,Mat_mau_Oxy_hoa
FROZEN_MEAT_SEAFOOD,15.88,2488.0,-2.12,0.00638,Ra_dong_Chay_dich
FROZEN_PHARMA_MATERIALS,10.42,918.4,-4.58,0.01135,Giam_Hoat_Tinh_Nhe
FROZEN_MEAT_SEAFOOD,17.01,1451.9,-0.99,0.01172,Ra_dong_Chay_dich
ICE_CREAM_JUICE,7.04,812.0,-12.96,0.00867,Tai_ket_tinh_Dam_da
FROZEN_MEAT_SEAFOOD,6.05,2589.3,-11.95,0.00234,Tai_ket_tinh_Kho_soi
FROZEN_FRUITS,16.82,570.0,-1.18,0.02951,Nhun_nat_Chay_dich
FROZEN_MEAT_SEAFOOD,8.14,1513.0,-9.86,0.00538,Tai_ket_tinh_Kho_soi
ICE_CREAM_JUICE,1.62,108.2,-18.38,0.01497,An_toan_trong_ngan_han
FROZEN_PHARMA_MATERIALS,5.26,2276.2,-9.74,0.00231,Giam_Hoat_Tinh_Nhe
FROZEN_PHARMA_MATERIALS,34.83,232.5,19.83,0.14981,Hong_Huy_Sinh_Hoc
FROZEN_PHARMA_MATERIALS,29.96,443.4,14.96,0.06757,Hong_Huy_Sinh_Hoc
FROZEN_PHARMA_MATERIALS,18.5,1035.5,3.5,0.01787,Ket_tua_Bien_tinh
FROZEN_PHARMA_MATERIALS,28.9,311.0,13.9,0.09293,Hong_Huy_Sinh_Hoc
FROZEN_PHARMA_MATERIALS,17.57,874.6,2.57,0.02009,Ket_tua_Bien_tinh
FROZEN_MEAT_SEAFOOD,14.32,2362.5,-3.68,0.00606,Ra_dong_Chay_dich
ICE_CREAM_JUICE,0.35,59.6,-19.65,0.00587,An_toan_trong_ngan_han
FROZEN_FRUITS,1.13,482.0,-16.87,0.00234,An_toan_trong_ngan_han
ICE_CREAM_JUICE,14.01,592.8,-5.99,0.02363,Tach_pha_Chay_nuoc
FROZEN_FRUITS,34.31,1945.5,16.31,0.01764,Mat_mau_Oxy_hoa
FROZEN_FRUITS,2.11,169.1,-15.89,0.01248,An_toan_trong_ngan_han
FROZEN_PHARMA_MATERIALS,16.11,1176.9,1.11,0.01369,Ket_tua_Bien_tinh
FROZEN_FRUITS,27.79,1254.8,9.79,0.02215,Mat_mau_Oxy_hoa
FROZEN_FRUITS,2.84,397.5,-15.16,0.00714,An_toan_trong_ngan_han
FROZEN_FRUITS,2.87,220.6,-15.13,0.01301,An_toan_trong_ngan_han
FROZEN_PHARMA_MATERIALS,33.21,422.7,18.21,0.07857,Hong_Huy_Sinh_Hoc
FROZEN_MEAT_SEAFOOD,30.31,1124.1,12.31,0.02696,Phan_huy_Nhiem_khuan
FROZEN_MEAT_SEAFOOD,8.38,1639.8,-9.62,0.00511,Tai_ket_tinh_Kho_soi
FROZEN_PHARMA_MATERIALS,11.74,1673.4,-3.26,0.00702,Giam_Hoat_Tinh_Nhe
FROZEN_PHARMA_MATERIALS,15.56,747.5,0.56,0.02082,Ket_tua_Bien_tinh
FROZEN_MEAT_SEAFOOD,2.17,79.5,-15.83,0.0273,An_toan_trong_ngan_han
ICE_CREAM_JUICE,7.58,377.0,-12.42,0.02011,Tai_ket_tinh_Dam_da
FROZEN_FRUITS,15.53,1083.8,-2.47,0.01433,Nhun_nat_Chay_dich
FROZEN_PHARMA_MATERIALS,11.05,2513.0,-3.95,0.0044,Giam_Hoat_Tinh_Nhe
